keyword,gender,age,country,region,level
拉菲/lafite,m,9999,北京,东城区,B
奔富/penfolds,m,9999,广东,其他,B
波尔多,f,9999,海外,法国,A
奔富/penfolds,m,9999,广东,其他,B
华东/huadong,m,9999,其他,其他,C
智象/chilephant,m,9999,其他,其他,C
奔富/penfolds,m,9999,其他,其他,B
奔富/penfolds,m,9999,上海,黄浦区,B
波尔多,f,9999,其他,其他,A
波尔多,m,9999,上海,闵行区,A
慕拉 ,m,26,河南,其他,A
罗莎庄园,m,26,河南,其他,C
奔富/penfolds,f,9999,海外,澳大利亚,B
拉菲/lafite,m,9999,上海,浦东新区,B
茅台/moutai ,f,24,辽宁,其他,A
茅台/moutai ,f,30,上海,长宁区,A
罗伯乐富齐/rupert & rothschild classique,m,22,湖北,黄石,A
加州乐事,m,9999,广东,肇庆,B
茅台/moutai ,m,9999,广东,广州,A
茅台/moutai ,f,49,浙江,温州,A
奔富/penfolds,m,9999,上海,黄浦区,B
罗伯乐富齐/rupert & rothschild classique,m,34,上海,其他,A
香格里拉/shangri-la,m,29,浙江,杭州,A
波尔多,m,9999,上海,浦东新区,A
茅台/moutai ,m,9999,江西,九江,A
依拉苏/errazuriz,f,9999,其他,其他,A
卡斯特/kasteel ,f,24,广东,其他,A
卡斯特/kasteel ,f,9999,广东,其他,A
波尔多,f,9999,其他,其他,A
罗伯乐富齐/rupert & rothschild classique,m,9999,其他,其他,A
罗伯乐富齐/rupert & rothschild classique,m,32,云南,昆明,A
卡斯特/kasteel ,f,24,广东,其他,A
卡斯特/kasteel ,f,9999,广东,其他,A
慕拉 ,f,9999,海外,其他,A
罗伯乐富齐/rupert & rothschild classique,f,23,海外,其他,A
活灵魂/almaviva,f,26,海外,其他,B
波尔多,m,30,江苏,徐州,A
波尔多,m,9999,上海,浦东新区,A
罗伯乐富齐/rupert & rothschild classique,m,3,上海,其他,A
波尔多,m,9999,其他,其他,A
茅台/moutai ,m,9999,其他,其他,A
波尔多,m,9999,其他,其他,A
罗伯乐富齐/rupert & rothschild classique,f,23,海外,其他,A
茅台/moutai ,f,9999,其他,其他,A
波尔多,f,36,江苏,苏州,A
茅台/moutai ,m,9999,安徽,阜阳,A
罗伯乐富齐/rupert & rothschild classique,f,29,海外,美国,A
罗伯乐富齐/rupert & rothschild classique,f,9999,其他,其他,A
醉鹅娘,m,9999,海外,法国,C
奔富/penfolds,m,30,安徽,阜阳,B
奔富/penfolds,m,30,安徽,阜阳,B
波尔多,f,25,北京,东城区,A
波尔多,m,9999,其他,其他,A
拉菲/lafite,m,9999,北京,东城区,B
莫高/mogao ,m,9999,山东,日照,C
奔富/penfolds,m,9999,其他,其他,B
奔富/penfolds,m,30,安徽,阜阳,B
奔富/penfolds,m,30,安徽,阜阳,B
波尔多,m,9999,其他,其他,A
卡斯特/kasteel ,f,24,广东,其他,A
罗伯乐富齐/rupert & rothschild classique,m,9999,辽宁,其他,A
波尔多,f,9999,其他,其他,A
茅台/moutai ,m,9999,其他,其他,A
拉菲/lafite,m,33,四川,成都,B
翡马/bordeauxvineam,f,9999,四川,成都,A
波尔多,m,9999,上海,浦东新区,A
波尔多,m,9999,上海,浦东新区,A
茅台/moutai ,f,35,天津,其他,A
慕拉 ,m,9999,其他,其他,A
慕拉 ,f,9999,江苏,其他,A
茅台/moutai ,m,28,江苏,南京,A
罗伯乐富齐/rupert & rothschild classique,m,9999,山西,太原,A
慕拉 ,m,9999,江苏,其他,A
慕拉 ,f,25,江苏,其他,A
茅台/moutai ,m,9999,江西,其他,A
张裕/changyu ,f,9999,海外,日本,C
慕拉 ,m,9999,北京,西城区,A
慕拉 ,f,9999,北京,其他,A
慕拉 ,m,9999,其他,其他,A
张裕/changyu ,m,9999,其他,其他,C
茅台/moutai ,f,9999,北京,其他,A
茅台/moutai ,m,48,广东,其他,A
罗伯乐富齐/rupert & rothschild classique,m,18,湖南,长沙,A
卡思黛乐/castel,f,9999,其他,其他,B
罗伯乐富齐/rupert & rothschild classique,f,19,天津,津南区,A
茅台/moutai ,m,30,河南,其他,A
罗伯乐富齐/rupert & rothschild classique,m,9999,其他,其他,A
波尔多,f,23,其他,其他,A
波尔多,m,9999,上海,浦东新区,A
波尔多,m,9999,上海,浦东新区,A
罗伯乐富齐/rupert & rothschild classique,f,9999,四川,其他,A
波尔多,m,26,上海,浦东新区,A
波尔多,f,9999,湖北,武汉,A
茅台/moutai ,f,9999,浙江,宁波,A
傲鱼/aoyo,m,9999,海外,其他,A
茅台/moutai ,m,9999,其他,其他,A
茅台/moutai ,m,41,广东,深圳,A
茅台/moutai ,m,32,浙江,其他,A
拉菲/lafite,f,9999,重庆,江北区,B
茅台/moutai ,f,30,其他,其他,A
茅台/moutai ,f,9999,上海,嘉定区,A
罗伯乐富齐/rupert & rothschild classique,m,9999,云南,昆明,A
奔富/penfolds,f,9999,其他,其他,B
茅台/moutai ,m,9999,其他,其他,A
慕拉 ,f,9999,海外,其他,A
拉菲/lafite,m,9999,北京,东城区,B
波尔多,m,9999,上海,浦东新区,A
波尔多,m,9999,上海,浦东新区,A
张裕/changyu ,m,9999,广东,深圳,C
酩悦/moet&amp;chandon,f,9999,香港,中西区,A
拉菲/lafite,f,26,海外,其他,B
张裕/changyu ,m,9999,其他,其他,C
威龙/wilon,f,9999,河南,濮阳,A
张裕/changyu ,m,38,上海,普陀区,C
汉森/hansen,f,9999,其他,其他,A
波尔多,m,21,广东,广州,A
波尔多,f,9999,海外,法国,A
黄尾袋鼠/yellow tail,f,9999,海外,法国,B
罗伯乐富齐/rupert & rothschild classique,m,34,上海,其他,A
君顶,m,9999,其他,其他,D
酩悦/moet&amp;chandon,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,河南,其他,A
中澳袋鼠/c&a kangaroo,f,9999,福建,泉州,A
中澳袋鼠/c&a kangaroo,f,49,云南,昭通,A
中澳袋鼠/c&a kangaroo,f,9999,上海,闸北区,A
中澳袋鼠/c&a kangaroo,f,36,北京,海淀区,A
中澳袋鼠/c&a kangaroo,m,28,陕西,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,25,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,福建,莆田,A
中澳袋鼠/c&a kangaroo,m,26,浙江,绍兴,A
中澳袋鼠/c&a kangaroo,f,20,陕西,西安,A
中澳袋鼠/c&a kangaroo,f,2,其他,其他,A
中澳袋鼠/c&a kangaroo,f,19,广东,广州,A
中澳袋鼠/c&a kangaroo,f,18,上海,黄浦区,A
中澳袋鼠/c&a kangaroo,f,9999,河北,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,湖北,武汉,A
中澳袋鼠/c&a kangaroo,f,17,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,江苏,南京,A
中澳袋鼠/c&a kangaroo,m,25,河北,其他,A
中澳袋鼠/c&a kangaroo,f,18,吉林,长春,A
中澳袋鼠/c&a kangaroo,m,9999,江苏,无锡,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,浙江,其他,A
中澳袋鼠/c&a kangaroo,f,9999,上海,静安区,A
中澳袋鼠/c&a kangaroo,f,9999,广东,其他,A
中澳袋鼠/c&a kangaroo,f,21,浙江,杭州,A
中澳袋鼠/c&a kangaroo,f,9999,海外,澳大利亚,A
中澳袋鼠/c&a kangaroo,f,20,江苏,其他,A
中澳袋鼠/c&a kangaroo,m,25,海外,日本,A
中澳袋鼠/c&a kangaroo,f,18,安徽,淮南,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,19,湖北,武汉,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,广东,广州,A
中澳袋鼠/c&a kangaroo,f,25,四川,成都,A
中澳袋鼠/c&a kangaroo,f,35,江西,南昌,A
中澳袋鼠/c&a kangaroo,f,20,江苏,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,福建,福州,A
中澳袋鼠/c&a kangaroo,f,9999,浙江,其他,A
中澳袋鼠/c&a kangaroo,f,21,北京,昌平区,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,广东,深圳,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,4,海外,澳大利亚,A
中澳袋鼠/c&a kangaroo,f,5,澳门,其他,A
中澳袋鼠/c&a kangaroo,f,36,海外,澳大利亚,A
中澳袋鼠/c&a kangaroo,f,22,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,9999,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,18,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,17,内蒙古,其他,A
中澳袋鼠/c&a kangaroo,f,9999,山东,青岛,A
中澳袋鼠/c&a kangaroo,f,19,海外,法国,A
中澳袋鼠/c&a kangaroo,f,5,浙江,温州,A
中澳袋鼠/c&a kangaroo,f,9999,天津,其他,A
中澳袋鼠/c&a kangaroo,m,30,广西,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,m,1,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,东城区,A
中澳袋鼠/c&a kangaroo,m,9999,甘肃,其他,A
中澳袋鼠/c&a kangaroo,f,9999,山东,潍坊,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,湖南,长沙,A
中澳袋鼠/c&a kangaroo,f,44,广东,佛山,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,广东,中山,A
中澳袋鼠/c&a kangaroo,f,9999,湖北,武汉,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,23,四川,其他,A
中澳袋鼠/c&a kangaroo,f,21,青海,西宁,A
中澳袋鼠/c&a kangaroo,f,23,云南,丽江,A
中澳袋鼠/c&a kangaroo,f,21,广东,珠海,A
中澳袋鼠/c&a kangaroo,f,9999,广东,佛山,A
罗伯乐富齐/rupert & rothschild classique,f,21,重庆,南岸区,A
中澳袋鼠/c&a kangaroo,f,9999,四川,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,20,其他,其他,A
中澳袋鼠/c&a kangaroo,f,15,广东,其他,A
中澳袋鼠/c&a kangaroo,f,23,浙江,其他,A
中澳袋鼠/c&a kangaroo,m,5,香港,中西区,A
中澳袋鼠/c&a kangaroo,f,21,贵州,贵阳,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,33,安徽,黄山,A
中澳袋鼠/c&a kangaroo,f,32,浙江,嘉兴,A
中澳袋鼠/c&a kangaroo,f,9999,广东,广州,A
中澳袋鼠/c&a kangaroo,f,9999,广东,其他,A
中澳袋鼠/c&a kangaroo,f,21,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,河北,其他,A
中澳袋鼠/c&a kangaroo,f,25,其他,其他,A
中澳袋鼠/c&a kangaroo,f,2,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,16,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,海外,其他,A
中澳袋鼠/c&a kangaroo,f,21,广东,东莞,A
中澳袋鼠/c&a kangaroo,f,28,天津,和平区,A
中澳袋鼠/c&a kangaroo,f,9999,海外,希腊,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,江苏,镇江,A
中澳袋鼠/c&a kangaroo,m,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,江苏,南京,A
中澳袋鼠/c&a kangaroo,f,9999,湖北,武汉,A
中澳袋鼠/c&a kangaroo,f,9999,江苏,其他,A
中澳袋鼠/c&a kangaroo,m,9999,香港,其他,A
中澳袋鼠/c&a kangaroo,m,9999,湖北,其他,A
中澳袋鼠/c&a kangaroo,f,9999,四川,成都,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,罗马尼亚,A
中澳袋鼠/c&a kangaroo,m,22,新疆,博尔塔拉,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,19,福建,三明,A
中澳袋鼠/c&a kangaroo,f,9999,广东,其他,A
中澳袋鼠/c&a kangaroo,m,19,山西,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,江苏,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,东城区,A
中澳袋鼠/c&a kangaroo,f,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,河南,安阳,A
中澳袋鼠/c&a kangaroo,f,9999,云南,其他,A
中澳袋鼠/c&a kangaroo,f,24,山东,日照,A
中澳袋鼠/c&a kangaroo,f,19,广东,揭阳,A
中澳袋鼠/c&a kangaroo,f,9999,广西,桂林,A
中澳袋鼠/c&a kangaroo,m,33,北京,东城区,A
中澳袋鼠/c&a kangaroo,m,9999,上海,长宁区,A
中澳袋鼠/c&a kangaroo,f,23,北京,海淀区,A
中澳袋鼠/c&a kangaroo,f,22,河南,南阳,A
中澳袋鼠/c&a kangaroo,f,21,北京,朝阳区,A
中澳袋鼠/c&a kangaroo,f,22,河南,南阳,A
中澳袋鼠/c&a kangaroo,f,19,湖北,武汉,A
中澳袋鼠/c&a kangaroo,f,19,宁夏,银川,A
中澳袋鼠/c&a kangaroo,f,9999,四川,乐山,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,广东,东莞,A
中澳袋鼠/c&a kangaroo,m,43,北京,海淀区,A
中澳袋鼠/c&a kangaroo,m,9999,宁夏,银川,A
中澳袋鼠/c&a kangaroo,f,29,内蒙古,其他,A
中澳袋鼠/c&a kangaroo,f,9999,湖南,永州,A
中澳袋鼠/c&a kangaroo,f,19,河北,其他,A
中澳袋鼠/c&a kangaroo,f,42,其他,其他,A
中澳袋鼠/c&a kangaroo,f,27,浙江,杭州,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,18,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,1,海外,其他,A
中澳袋鼠/c&a kangaroo,m,22,重庆,其他,A
中澳袋鼠/c&a kangaroo,m,9999,广东,东莞,A
中澳袋鼠/c&a kangaroo,f,19,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,浙江,其他,A
中澳袋鼠/c&a kangaroo,f,24,浙江,嘉兴,A
中澳袋鼠/c&a kangaroo,m,32,陕西,其他,A
中澳袋鼠/c&a kangaroo,m,30,北京,朝阳区,A
中澳袋鼠/c&a kangaroo,f,19,福建,厦门,A
中澳袋鼠/c&a kangaroo,m,9999,河南,其他,A
中澳袋鼠/c&a kangaroo,m,23,山东,其他,A
中澳袋鼠/c&a kangaroo,f,9999,山东,其他,A
中澳袋鼠/c&a kangaroo,f,35,北京,其他,A
中澳袋鼠/c&a kangaroo,f,27,广东,东莞,A
中澳袋鼠/c&a kangaroo,f,9999,上海,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,21,湖北,荆门,A
中澳袋鼠/c&a kangaroo,m,9999,江苏,苏州,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,四川,其他,A
中澳袋鼠/c&a kangaroo,f,21,广东,揭阳,A
中澳袋鼠/c&a kangaroo,f,24,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,m,9999,海外,美国,A
中澳袋鼠/c&a kangaroo,f,29,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,19,宁夏,银川,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,28,北京,朝阳区,A
中澳袋鼠/c&a kangaroo,f,12,上海,长宁区,A
中澳袋鼠/c&a kangaroo,f,9999,广东,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,河南,平顶山,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
香格里拉/shangri-la,m,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,山东,其他,A
中澳袋鼠/c&a kangaroo,f,22,陕西,西安,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,f,1,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,北京,昌平区,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,河南,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,23,天津,其他,A
中澳袋鼠/c&a kangaroo,m,61,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,日本,A
中澳袋鼠/c&a kangaroo,f,24,天津,其他,A
中澳袋鼠/c&a kangaroo,f,15,福建,福州,A
中澳袋鼠/c&a kangaroo,f,22,江苏,其他,A
中澳袋鼠/c&a kangaroo,f,9999,安徽,安庆,A
中澳袋鼠/c&a kangaroo,f,19,山东,青岛,A
中澳袋鼠/c&a kangaroo,m,9999,上海,其他,A
中澳袋鼠/c&a kangaroo,f,9999,上海,闵行区,A
中澳袋鼠/c&a kangaroo,m,27,天津,北辰区,A
中澳袋鼠/c&a kangaroo,m,24,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,西城区,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,上海,其他,A
中澳袋鼠/c&a kangaroo,f,9999,安徽,安庆,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,1,海外,其他,A
中澳袋鼠/c&a kangaroo,f,22,江苏,南通,A
中澳袋鼠/c&a kangaroo,m,6,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,26,北京,朝阳区,A
中澳袋鼠/c&a kangaroo,f,23,广东,其他,A
中澳袋鼠/c&a kangaroo,f,9999,上海,其他,A
中澳袋鼠/c&a kangaroo,f,20,河北,其他,A
中澳袋鼠/c&a kangaroo,f,1,广东,广州,A
中澳袋鼠/c&a kangaroo,f,7,北京,其他,A
中澳袋鼠/c&a kangaroo,m,69,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,朝阳区,A
波尔多,m,21,广东,广州,A
类人首,m,9999,其他,其他,A
奔富/penfolds,m,54,广东,珠海,B
慕拉 ,m,9999,其他,其他,A
罗伯乐富齐/rupert & rothschild classique,f,9999,海外,其他,A
张裕/changyu ,m,9999,其他,其他,C
张裕/changyu ,m,9999,其他,其他,C
张裕/changyu ,m,9999,上海,浦东新区,C
张裕/changyu ,m,9999,北京,其他,C
张裕/changyu ,m,9999,广东,深圳,C
罗伯乐富齐/rupert & rothschild classique,m,9999,其他,其他,A
张裕/changyu ,m,2,广东,深圳,C
张裕/changyu ,m,48,北京,海淀区,C
波尔多,f,9999,其他,其他,A
张裕/changyu ,m,44,上海,嘉定区,C
卡斯特/kasteel ,m,25,海外,其他,A
波尔多,m,9999,天津,其他,A
香奈/j.p.chenet ,f,9999,上海,其他,A
云端,m,26,浙江,绍兴,C
波尔多,m,9999,上海,浦东新区,A
波尔多,m,9999,上海,浦东新区,A
张裕/changyu ,m,9999,上海,浦东新区,C
张裕/changyu ,m,9999,其他,其他,C
茅台/moutai ,m,9999,其他,其他,A
酩悦/moet&amp;chandon,m,9999,海外,泰国,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,海淀区,A
中澳袋鼠/c&a kangaroo,m,9999,上海,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,m,9999,北京,海淀区,A
中澳袋鼠/c&a kangaroo,m,9999,海外,美国,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,江苏,其他,A
中澳袋鼠/c&a kangaroo,m,9999,广东,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,30,天津,其他,A
中澳袋鼠/c&a kangaroo,m,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,香港,其他,A
中澳袋鼠/c&a kangaroo,f,28,广东,其他,A
中澳袋鼠/c&a kangaroo,f,9999,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,山东,济南,A
中澳袋鼠/c&a kangaroo,f,19,上海,其他,A
中澳袋鼠/c&a kangaroo,f,19,其他,其他,A
中澳袋鼠/c&a kangaroo,f,23,四川,成都,A
中澳袋鼠/c&a kangaroo,f,21,海外,其他,A
中澳袋鼠/c&a kangaroo,f,49,吉林,其他,A
中澳袋鼠/c&a kangaroo,f,19,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,山东,其他,A
中澳袋鼠/c&a kangaroo,m,21,广东,深圳,A
中澳袋鼠/c&a kangaroo,m,9999,山东,济南,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,f,19,湖北,武汉,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,m,9999,四川,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,重庆,沙坪坝区,A
中澳袋鼠/c&a kangaroo,f,24,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,20,上海,宝山区,A
中澳袋鼠/c&a kangaroo,f,6,其他,其他,A
中澳袋鼠/c&a kangaroo,f,30,河北,其他,A
中澳袋鼠/c&a kangaroo,m,22,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,24,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,宁夏,其他,A
中澳袋鼠/c&a kangaroo,m,23,湖南,长沙,A
中澳袋鼠/c&a kangaroo,f,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,m,26,广东,广州,A
中澳袋鼠/c&a kangaroo,f,5,广东,汕头,A
中澳袋鼠/c&a kangaroo,m,1,山东,其他,A
中澳袋鼠/c&a kangaroo,f,20,福建,厦门,A
中澳袋鼠/c&a kangaroo,f,21,广东,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,江苏,无锡,A
中澳袋鼠/c&a kangaroo,f,23,江苏,南京,A
中澳袋鼠/c&a kangaroo,f,24,上海,其他,A
中澳袋鼠/c&a kangaroo,f,9999,辽宁,葫芦岛,A
中澳袋鼠/c&a kangaroo,f,22,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,江苏,常州,A
中澳袋鼠/c&a kangaroo,m,21,湖南,邵阳,A
中澳袋鼠/c&a kangaroo,f,20,山东,济南,A
中澳袋鼠/c&a kangaroo,f,9999,天津,其他,A
中澳袋鼠/c&a kangaroo,f,49,其他,其他,A
中澳袋鼠/c&a kangaroo,f,19,湖南,怀化,A
中澳袋鼠/c&a kangaroo,f,22,广东,潮州,A
中澳袋鼠/c&a kangaroo,f,9999,上海,松江区,A
中澳袋鼠/c&a kangaroo,m,9999,山东,济南,A
中澳袋鼠/c&a kangaroo,f,19,浙江,舟山,A
中澳袋鼠/c&a kangaroo,f,9999,广东,广州,A
中澳袋鼠/c&a kangaroo,f,23,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,广西,南宁,A
中澳袋鼠/c&a kangaroo,f,17,其他,其他,A
中澳袋鼠/c&a kangaroo,f,9999,重庆,渝中区,A
中澳袋鼠/c&a kangaroo,f,18,重庆,九龙坡区,A
中澳袋鼠/c&a kangaroo,f,21,江苏,南京,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,香港,中西区,A
中澳袋鼠/c&a kangaroo,f,4,湖南,长沙,A
中澳袋鼠/c&a kangaroo,f,31,天津,其他,A
中澳袋鼠/c&a kangaroo,f,9999,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,24,浙江,宁波,A
中澳袋鼠/c&a kangaroo,m,19,贵州,贵阳,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,17,其他,其他,A
中澳袋鼠/c&a kangaroo,f,20,江西,其他,A
中澳袋鼠/c&a kangaroo,f,9999,上海,徐汇区,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,20,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,其他,其他,A
中澳袋鼠/c&a kangaroo,f,22,湖北,襄阳,A
中澳袋鼠/c&a kangaroo,m,9999,北京,海淀区,A
中澳袋鼠/c&a kangaroo,f,19,河北,石家庄,A
中澳袋鼠/c&a kangaroo,m,1,重庆,其他,A
中澳袋鼠/c&a kangaroo,f,9999,海外,其他,A
中澳袋鼠/c&a kangaroo,f,9999,北京,其他,A
中澳袋鼠/c&a kangaroo,f,9999,黑龙江,其他,A
中澳袋鼠/c&a kangaroo,f,21,海外,英国,A
中澳袋鼠/c&a kangaroo,f,19,广东,湛江,A
中澳袋鼠/c&a kangaroo,m,9999,浙江,其他,A
中澳袋鼠/c&a kangaroo,f,9999,广东,东莞,A
中澳袋鼠/c&a kangaroo,f,9999,江西,景德镇,A
中澳袋鼠/c&a kangaroo,f,9999,浙江,绍兴,A
中澳袋鼠/c&a kangaroo,f,9999,广东,深圳,A
中澳袋鼠/c&a kangaroo,f,23,黑龙江,双鸭山,A
